,body
8434,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8435,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8436,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}"
8437,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.6597}"
8438,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8439,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8440,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.6249}"
8441,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8442,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8443,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.5994}"
8444,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8445,"{'neg': 0.091, 'neu': 0.785, 'pos': 0.124, 'compound': 0.2091}"
8446,"{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.6094}"
8447,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.1027}"
8448,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8449,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.296}"
8450,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8451,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
8452,"{'neg': 0.097, 'neu': 0.682, 'pos': 0.221, 'compound': 0.7693}"
8453,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8454,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8455,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8456,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8457,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8458,"{'neg': 0.103, 'neu': 0.756, 'pos': 0.141, 'compound': 0.1804}"
8459,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.0516}"
8460,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
8461,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.5007}"
8462,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}"
8463,"{'neg': 0.173, 'neu': 0.742, 'pos': 0.085, 'compound': -0.3612}"
8464,"{'neg': 0.108, 'neu': 0.593, 'pos': 0.3, 'compound': 0.7799}"
8465,"{'neg': 0.297, 'neu': 0.646, 'pos': 0.056, 'compound': -0.8438}"
8466,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.7506}"
8467,"{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.6523}"
8468,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.4466}"
8469,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8470,"{'neg': 0.02, 'neu': 0.726, 'pos': 0.254, 'compound': 0.9349}"
8471,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}"
8472,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}"
8473,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}"
8474,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8475,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.0191}"
8476,"{'neg': 0.067, 'neu': 0.845, 'pos': 0.088, 'compound': 0.0258}"
8477,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8478,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8479,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8480,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2263}"
8481,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8482,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8483,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8484,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8485,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.7003}"
8486,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4574}"
8487,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2732}"
8488,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8489,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8490,"{'neg': 0.113, 'neu': 0.693, 'pos': 0.193, 'compound': 0.296}"
8491,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8492,"{'neg': 0.135, 'neu': 0.613, 'pos': 0.252, 'compound': 0.4404}"
8493,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8494,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.3818}"
8495,"{'neg': 0.113, 'neu': 0.798, 'pos': 0.089, 'compound': -0.2023}"
8496,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.1531}"
8497,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}"
8498,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8499,"{'neg': 0.109, 'neu': 0.768, 'pos': 0.123, 'compound': 0.0857}"
8500,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.4329}"
8501,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.6249}"
8502,"{'neg': 0.265, 'neu': 0.616, 'pos': 0.119, 'compound': -0.5514}"
8503,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8504,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8505,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3818}"
8506,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}"
8507,"{'neg': 0.161, 'neu': 0.673, 'pos': 0.166, 'compound': 0.0258}"
8508,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.3818}"
8509,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8510,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8511,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8512,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5319}"
8513,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
8514,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8515,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.8356}"
8516,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8517,"{'neg': 0.041, 'neu': 0.858, 'pos': 0.101, 'compound': 0.4939}"
8518,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8519,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}"
8520,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}"
8521,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8522,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}"
8523,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8524,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.6037}"
8525,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.6757}"
8526,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}"
8527,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8528,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8529,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5334}"
8530,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8531,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3802}"
8532,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.6249}"
8533,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8534,"{'neg': 0.053, 'neu': 0.892, 'pos': 0.056, 'compound': 0.0413}"
8535,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8536,"{'neg': 0.092, 'neu': 0.693, 'pos': 0.215, 'compound': 0.5719}"
8537,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8538,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8539,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8540,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8541,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8542,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8543,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}"
8544,"{'neg': 0.137, 'neu': 0.616, 'pos': 0.247, 'compound': 0.7003}"
8545,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8546,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8547,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8548,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3167}"
8549,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.2235}"
8550,"{'neg': 0.064, 'neu': 0.788, 'pos': 0.148, 'compound': 0.4215}"
8551,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8552,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8553,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.6597}"
8554,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.25}"
8555,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}"
8556,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8557,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.9274}"
8558,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8559,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.2755}"
8560,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4576}"
8561,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4754}"
8562,"{'neg': 0.058, 'neu': 0.817, 'pos': 0.125, 'compound': 0.4019}"
8563,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5983}"
8564,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8565,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8566,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8567,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.4404}"
8568,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8569,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
8570,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8571,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8572,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8573,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4023}"
8574,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8575,"{'neg': 0.068, 'neu': 0.818, 'pos': 0.114, 'compound': 0.25}"
8576,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8577,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.34}"
8578,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4199}"
8579,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.34}"
8580,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8581,"{'neg': 0.227, 'neu': 0.584, 'pos': 0.188, 'compound': -0.1531}"
8582,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
8583,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.8462}"
8584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8585,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8586,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8587,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4939}"
8588,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.7351}"
8589,"{'neg': 0.153, 'neu': 0.766, 'pos': 0.081, 'compound': -0.3818}"
8590,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8591,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5859}"
8592,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8593,"{'neg': 0.281, 'neu': 0.569, 'pos': 0.15, 'compound': -0.6597}"
8594,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8595,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8596,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7269}"
8597,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.296}"
8598,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8599,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8600,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.8561}"
8601,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8602,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8603,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8604,"{'neg': 0.098, 'neu': 0.784, 'pos': 0.118, 'compound': 0.0772}"
8605,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}"
8606,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8607,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3182}"
8608,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.7579}"
8609,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8610,"{'neg': 0.029, 'neu': 0.598, 'pos': 0.373, 'compound': 0.9722}"
8611,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}"
8612,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0762}"
8613,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8614,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8615,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8616,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.128}"
8617,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8618,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8619,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8620,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.4648}"
8621,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8622,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.1779}"
8623,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6249}"
8624,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8625,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8626,"{'neg': 0.132, 'neu': 0.714, 'pos': 0.154, 'compound': 0.1027}"
8627,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8628,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4927}"
8629,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8630,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8631,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.1779}"
8632,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8633,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}"
8634,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8635,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8636,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
8637,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8638,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8639,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8640,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8641,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}"
8642,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.8122}"
8643,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8644,"{'neg': 0.053, 'neu': 0.916, 'pos': 0.032, 'compound': -0.2771}"
8645,"{'neg': 0.092, 'neu': 0.816, 'pos': 0.092, 'compound': 0.0}"
8646,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8647,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.6249}"
8648,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.2023}"
8649,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
8650,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8651,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8652,"{'neg': 0.116, 'neu': 0.754, 'pos': 0.131, 'compound': 0.0772}"
8653,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.34}"
8654,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.4023}"
8655,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8656,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.1779}"
8657,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.3724}"
8658,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8659,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4588}"
8660,"{'neg': 0.093, 'neu': 0.548, 'pos': 0.359, 'compound': 0.8306}"
8661,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8662,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}"
8663,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.5777}"
8664,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8665,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}"
8666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8667,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}"
8668,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8669,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8670,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8671,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8481}"
8672,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8673,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.2924}"
8674,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8675,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8676,"{'neg': 0.154, 'neu': 0.662, 'pos': 0.184, 'compound': 0.1027}"
8677,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5267}"
8678,"{'neg': 0.031, 'neu': 0.806, 'pos': 0.164, 'compound': 0.7003}"
8679,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8680,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
8681,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.694}"
8682,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8683,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8684,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8685,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8686,"{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.6696}"
8687,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8688,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2914}"
8689,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.2942}"
8690,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8691,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8692,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8693,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8694,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}"
8695,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}"
8696,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7901}"
8697,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.5719}"
8698,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3595}"
8699,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8700,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
8701,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.743}"
8702,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.6124}"
8703,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8704,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8705,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.0772}"
8706,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8707,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8708,"{'neg': 0.222, 'neu': 0.728, 'pos': 0.05, 'compound': -0.8979}"
8709,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8710,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}"
8711,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.8625}"
8712,"{'neg': 0.064, 'neu': 0.809, 'pos': 0.127, 'compound': 0.3597}"
8713,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
8714,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8715,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8716,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8717,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8718,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8719,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8720,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0762}"
8721,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8722,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6249}"
8723,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}"
8724,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.5456}"
8725,"{'neg': 0.205, 'neu': 0.649, 'pos': 0.146, 'compound': -0.2716}"
8726,"{'neg': 0.052, 'neu': 0.806, 'pos': 0.142, 'compound': 0.6249}"
8727,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8728,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}"
8729,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
8730,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.1027}"
8731,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.4439}"
8732,"{'neg': 0.21, 'neu': 0.639, 'pos': 0.151, 'compound': -0.3182}"
8733,"{'neg': 0.112, 'neu': 0.757, 'pos': 0.131, 'compound': 0.128}"
8734,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
